ts,layer_index,layer_name,event_type,latency_ms,vram_used_gb
1782789782.736636,4,decoder.4,LAYER_COMPUTE_DONE,1.056,0.3371
1782789782.765812,5,decoder.5,LAYER_LOAD_DONE,11.246,0.3371
1782789782.76583,5,decoder.5,LAYER_COMPUTE_DONE,1.122,0.3371
1782789782.787981,6,decoder.6,LAYER_LOAD_DONE,9.732,0.3371
1782789782.787999,6,decoder.6,LAYER_COMPUTE_DONE,1.123,0.3371
1782789782.810271,7,decoder.7,LAYER_LOAD_DONE,9.754,0.3371
1782789782.81029,7,decoder.7,LAYER_COMPUTE_DONE,1.145,0.3371
1782789782.832351,8,decoder.8,LAYER_LOAD_DONE,9.666,0.3371
1782789782.83237,8,decoder.8,LAYER_COMPUTE_DONE,1.138,0.3371
1782789782.854514,9,decoder.9,LAYER_LOAD_DONE,9.76,0.3371
1782789782.854533,9,decoder.9,LAYER_COMPUTE_DONE,1.151,0.3371
1782789782.876798,10,decoder.10,LAYER_LOAD_DONE,9.883,0.3371
1782789782.876818,10,decoder.10,LAYER_COMPUTE_DONE,1.124,0.3371
1782789782.899313,11,decoder.11,LAYER_LOAD_DONE,9.934,0.3371
1782789782.89933,11,decoder.11,LAYER_COMPUTE_DONE,1.121,0.3371
1782789782.926151,12,decoder.12,LAYER_LOAD_DONE,14.424,0.3371
1782789782.926168,12,decoder.12,LAYER_COMPUTE_DONE,1.117,0.3371
1782789782.948763,13,decoder.13,LAYER_LOAD_DONE,9.701,0.3371
1782789782.948781,13,decoder.13,LAYER_COMPUTE_DONE,1.117,0.3371
1782789782.970894,14,decoder.14,LAYER_LOAD_DONE,9.793,0.3371
1782789782.970911,14,decoder.14,LAYER_COMPUTE_DONE,1.096,0.3371
1782789782.992911,15,decoder.15,LAYER_LOAD_DONE,9.677,0.3371
1782789782.992929,15,decoder.15,LAYER_COMPUTE_DONE,1.124,0.3371
1782789783.014895,16,decoder.16,LAYER_LOAD_DONE,9.714,0.3371
1782789783.015112,16,decoder.16,LAYER_COMPUTE_DONE,1.104,0.3371
1782789783.036927,17,decoder.17,LAYER_LOAD_DONE,9.587,0.3371
1782789783.036945,17,decoder.17,LAYER_COMPUTE_DONE,1.092,0.3371
1782789783.060077,18,decoder.18,LAYER_LOAD_DONE,10.988,0.3371
1782789783.060095,18,decoder.18,LAYER_COMPUTE_DONE,1.07,0.3371
1782789783.081985,19,decoder.19,LAYER_LOAD_DONE,9.749,0.3371
1782789783.082003,19,decoder.19,LAYER_COMPUTE_DONE,1.064,0.3371
1782789783.103896,20,decoder.20,LAYER_LOAD_DONE,9.652,0.3371
1782789783.103912,20,decoder.20,LAYER_COMPUTE_DONE,1.086,0.3371
1782789783.129522,21,decoder.21,LAYER_LOAD_DONE,9.554,0.3371
1782789783.129538,21,decoder.21,LAYER_COMPUTE_DONE,1.056,0.3371
